VERMAS:D:16A:UN::;Verified gross mass message;UNH;M;1;BGM;M;1;DTM;C;9;SG1;C;9;SG2;C;9;SG4;C;9999;UNT;M;1
VERMAS:D:16A:UN::SG1;SG01;RFF;M;1;DTM;C;9
VERMAS:D:16A:UN::SG2;SG02;NAD;M;1;SG3;C;9
VERMAS:D:16A:UN::SG3;SG03;CTA;M;1;COM;C;9
VERMAS:D:16A:UN::SG4;SG04;EQD;M;1;RFF;C;9;LOC;C;9;SEL;C;9;SG5;C;9;SG6;C;9;SG7;C;9
VERMAS:D:16A:UN::SG5;SG05;MEA;M;1;DTM;C;9
VERMAS:D:16A:UN::SG6;SG06;TDT;M;1;RFF;C;9
VERMAS:D:16A:UN::SG7;SG07;DOC;M;1;DTM;C;9;SG8;C;9
VERMAS:D:16A:UN::SG8;SG08;NAD;M;1;SG9;C;9
VERMAS:D:16A:UN::SG9;SG09;CTA;M;1;COM;C;9
